3.100000000000000089e+00,1.242482986903973824e+03,1.445913099465627965e+03,0.000000000000000000e+00
3.200000000000000178e+00,1.243214406537284958e+03,1.450917936413357211e+03,0.000000000000000000e+00
3.300000000000000266e+00,1.243664397805094950e+03,1.454757306994663168e+03,0.000000000000000000e+00
3.400000000000000355e+00,1.243900901618227408e+03,1.457630986927101048e+03,0.000000000000000000e+00
3.500000000000000000e+00,1.243979836389872162e+03,1.459716923944482460e+03,0.000000000000000000e+00
3.600000000000000089e+00,1.243946470301610589e+03,1.461170844127292412e+03,0.000000000000000000e+00
3.700000000000000178e+00,1.243836815129779779e+03,1.462126793013253291e+03,0.000000000000000000e+00
3.800000000000000266e+00,1.243678967296282053e+03,1.462698277523476463e+03,0.000000000000000000e+00
3.900000000000000355e+00,1.243494371851906180e+03,1.462979880580999179e+03,0.000000000000000000e+00
4.000000000000000000e+00,1.243298980085626681e+03,1.463049168391984040e+03,1.000000000000000000e+00
4.100000000000000533e+00,1.243104271951789315e+03,1.462968679339249775e+03,0.000000000000000000e+00
4.200000000000000178e+00,1.242918157745711596e+03,1.462787941234941172e+03,0.000000000000000000e+00
4.299999999999999822e+00,1.242745747770266462e+03,1.462545403832331431e+03,0.000000000000000000e+00
4.400000000000000355e+00,1.242590003227842772e+03,1.462270244417089089e+03,0.000000000000000000e+00
4.500000000000000000e+00,1.242452276214521135e+03,1.461984005562423818e+03,0.000000000000000000e+00
4.600000000000000533e+00,1.242332748625528666e+03,1.461702043218494055e+03,0.000000000000000000e+00
4.700000000000000178e+00,1.242230787827276572e+03,1.461434799293445394e+03,0.000000000000000000e+00
4.800000000000000711e+00,1.242145223181828896e+03,1.461188876453850526e+03,0.000000000000000000e+00
4.900000000000000355e+00,1.242074562039632610e+03,1.460967951011078867e+03,0.000000000000000000e+00
5.000000000000000000e+00,1.242017151082953660e+03,1.460773522659323817e+03,1.000000000000000000e+00
5.100000000000000533e+00,1.241971291664230648e+03,1.460605505171192590e+03,0.000000000000000000e+00
5.200000000000000178e+00,1.241935336021205330e+03,1.460462774082081296e+03,0.000000000000000000e+00
5.300000000000000711e+00,1.241907725249053101e+03,1.460343470037489851e+03,0.000000000000000000e+00
5.400000000000000355e+00,1.241887034689762913e+03,1.460245335540851556e+03,0.000000000000000000e+00
5.500000000000000000e+00,1.241871992339968074e+03,1.460165929485132210e+03,0.000000000000000000e+00
5.600000000000000533e+00,1.241861482017092385e+03,1.460102779840690118e+03,0.000000000000000000e+00
5.700000000000000178e+00,1.241854544537086895e+03,1.460053506583284843e+03,0.000000000000000000e+00
5.800000000000000711e+00,1.241850366851660965e+03,1.460015881159418996e+03,0.000000000000000000e+00
5.900000000000000355e+00,1.241848271627155100e+03,1.459987877268810053e+03,0.000000000000000000e+00
6.000000000000000000e+00,1.241847703812963800e+03,1.459967694375441397e+03,1.000000000000000000e+00
6.100000000000000533e+00,1.241848216154701504e+03,1.459953760714232430e+03,0.000000000000000000e+00
6.200000000000000178e+00,1.241849454051752900e+03,1.459944728659162138e+03,0.000000000000000000e+00
6.300000000000000711e+00,1.241851142517621611e+03,1.459939462900642638e+03,0.000000000000000000e+00
6.400000000000000355e+00,1.241853071908977881e+03,1.459937020944798405e+03,0.000000000000000000e+00
6.500000000000000000e+00,1.241855087466589112e+03,1.459936632877617512e+03,0.000000000000000000e+00
6.600000000000000533e+00,1.241857079033942910e+03,1.459937681926658342e+03,0.000000000000000000e+00
6.700000000000000178e+00,1.241858971157659198e+03,1.459939681392458397e+03,0.000000000000000000e+00
6.800000000000000711e+00,1.241860715776300367e+03,1.459942255219002163e+03,0.000000000000000000e+00
6.900000000000000355e+00,1.241862285761457770e+03,1.459945119213644375e+03,0.000000000000000000e+00
7.000000000000000000e+00,1.241863669609701674e+03,1.459948064682115046e+03,0.000000000000000000e+00
7.100000000000000533e+00,1.241864867134508359e+03,1.459950943982885747e+03,0.000000000000000000e+00
7.200000000000000178e+00,1.241865885902097716e+03,1.459953657524039272e+03,0.000000000000000000e+00
7.300000000000000711e+00,1.241866738546907072e+03,1.459956142823952177e+03,0.000000000000000000e+00
7.400000000000000355e+00,1.241867441142953567e+03,1.459958367892181741e+03,0.000000000000000000e+00
7.500000000000000000e+00,1.241868011596025099e+03,1.459960324017613175e+03,0.000000000000000000e+00
